model,condition,seed,fold,n_test,n_positive,temperature,best_val_AUPRC,threshold_01,threshold_05,threshold_10,AUPRC,AUROC,Brier,Recall_01,FPR_01,Recall_05,FPR_05,Recall_10,FPR_10
authguard_seq,F200,7703,0,446,152,2.061343193054199,0.9546177847267798,0.9179210864913323,0.48693543640446557,0.11826149330785113,0.8477961243963604,0.8986528822055139,0.1632827835659146,0.23026315789473684,0.0,0.48026315789473684,0.013605442176870748,0.5921052631578947,0.061224489795918366
authguard_seq,M3+F200,7703,0,446,152,2.061343193054199,0.9546177847267798,0.9179210864913323,0.48693543640446557,0.11826149330785113,0.7934159092893486,0.8666532402434659,0.17768489721986727,0.25,0.006802721088435374,0.4605263157894737,0.047619047619047616,0.5986842105263158,0.09183673469387756
flat_cnn,M0,7703,0,446,152,2.0186355113983154,0.8926340915217895,0.8304855481604199,0.6397987010730334,0.5068471853844374,0.7594838480797148,0.8152636054421769,0.17373883590882255,0.3684210526315789,0.017006802721088437,0.47368421052631576,0.034013605442176874,0.5197368421052632,0.034013605442176874
flat_cnn,F200,7703,0,446,152,2.0186355113983154,0.8926340915217895,0.8304855481604199,0.6397987010730334,0.5068471853844374,0.48492849463793286,0.6386054421768708,0.2586878990572706,0.03289473684210526,0.003401360544217687,0.06578947368421052,0.013605442176870748,0.11842105263157894,0.02040816326530612
flat_cnn,M3+F200,7703,0,446,152,2.0186355113983154,0.8926340915217895,0.8304855481604199,0.6397987010730334,0.5068471853844374,0.46131600904703673,0.5873165055495883,0.2628634620318288,0.046052631578947366,0.006802721088435374,0.08552631578947369,0.017006802721088437,0.11842105263157894,0.03741496598639456
hist_ngram_xgb,M0,7703,0,446,152,2.6167943477630615,,0.7623238445186705,0.625774562839952,0.4210151831795981,0.7701551338438071,0.8349109380594344,0.16046203361952407,0.28289473684210525,0.006802721088435374,0.3684210526315789,0.006802721088435374,0.4868421052631579,0.047619047619047616
hist_ngram_xgb,F200,7703,0,446,152,2.6167943477630615,,0.7623238445186705,0.625774562839952,0.4210151831795981,0.5194125692497497,0.6284908700322234,0.2324117118036566,0.006578947368421052,0.0,0.046052631578947366,0.003401360544217687,0.14473684210526316,0.023809523809523808
hist_ngram_xgb,M3+F200,7703,0,446,152,2.6167943477630615,,0.7623238445186705,0.625774562839952,0.4210151831795981,0.44621751746774785,0.6138784461152882,0.24287764610431592,0.006578947368421052,0.0,0.03289473684210526,0.01020408163265306,0.08552631578947369,0.04421768707482993
authguard_seq,M0,7704,0,446,152,2.7530250549316406,0.9545710757386636,0.8923500639019194,0.8480661239695831,0.7767007751194359,0.8833504389682092,0.9611193161475117,0.08770126929865085,0.34868421052631576,0.013605442176870748,0.5328947368421053,0.05102040816326531,0.9802631578947368,0.07482993197278912
authguard_seq,F200,7704,0,446,152,2.7530250549316406,0.9545710757386636,0.8923500639019194,0.8480661239695831,0.7767007751194359,0.8937492104688476,0.9485544217687075,0.12477555400340358,0.17763157894736842,0.003401360544217687,0.4605263157894737,0.02040816326530612,0.7828947368421053,0.061224489795918366
authguard_seq,M3+F200,7704,0,446,152,2.7530250549316406,0.9545710757386636,0.8923500639019194,0.8480661239695831,0.7767007751194359,0.8456316748377468,0.9200232724668815,0.14632519864674956,0.20394736842105263,0.003401360544217687,0.4342105263157895,0.04421768707482993,0.7171052631578947,0.09863945578231292
flat_cnn,M0,7704,0,446,152,2.2719967365264893,0.9110629406018733,0.7975185858882738,0.5772405757441326,0.4885158329973575,0.8670400616233831,0.9303504296455424,0.12910591844335179,0.46710526315789475,0.01020408163265306,0.5394736842105263,0.03741496598639456,0.5592105263157895,0.04421768707482993
flat_cnn,F200,7704,0,446,152,2.2719967365264893,0.9110629406018733,0.7975185858882738,0.5772405757441326,0.4885158329973575,0.5871250775524453,0.6947055137844612,0.23192677501905995,0.046052631578947366,0.003401360544217687,0.07236842105263158,0.017006802721088437,0.14473684210526316,0.02040816326530612
flat_cnn,M3+F200,7704,0,446,152,2.2719967365264893,0.9110629406018733,0.7975185858882738,0.5772405757441326,0.4885158329973575,0.5317881874551704,0.6503088077336197,0.24790628507978002,0.046052631578947366,0.006802721088435374,0.09210526315789473,0.017006802721088437,0.10526315789473684,0.034013605442176874
hist_ngram_xgb,M0,7704,0,446,152,2.4203779697418213,,0.7581486996386793,0.6279374241680524,0.37068568814125746,0.7705645719872121,0.8243488184747583,0.16083235375816482,0.28289473684210525,0.006802721088435374,0.375,0.006802721088435374,0.5,0.047619047619047616
hist_ngram_xgb,F200,7704,0,446,152,2.4203779697418213,,0.7581486996386793,0.6279374241680524,0.37068568814125746,0.5148366601495928,0.6149301825993556,0.23566536236350732,0.013157894736842105,0.0,0.05921052631578947,0.003401360544217687,0.17763157894736842,0.04421768707482993
hist_ngram_xgb,M3+F200,7704,0,446,152,2.4203779697418213,,0.7581486996386793,0.6279374241680524,0.37068568814125746,0.4329712367256855,0.5751432151808092,0.24884574503034648,0.006578947368421052,0.0,0.02631578947368421,0.013605442176870748,0.13157894736842105,0.05102040816326531
authguard_seq,M0,7702,1,446,146,1.9279323816299438,0.9399651930419414,0.9433019881053797,0.6473256714643667,0.04014793046148297,0.939674351188496,0.9762100456621005,0.039127478481563484,0.4931506849315068,0.01,0.9383561643835616,0.03333333333333333,0.9657534246575342,0.16333333333333333
