fold,seed,model,target_FPR,threshold,validation_achieved_FPR,validation_rows,validation_negatives
1,7702,ordinary_aug,0.01,0.995091587305069,0.009554140127388535,459,314
1,7702,ordinary_aug,0.05,0.8495069146156311,0.04777070063694268,459,314
1,7702,ordinary_aug,0.1,0.45015540719032293,0.09554140127388536,459,314
1,7702,source_balanced_aug,0.01,0.940059632062912,0.009554140127388535,459,314
1,7702,source_balanced_aug,0.05,0.35863584280014044,0.03503184713375796,459,314
1,7702,source_balanced_aug,0.1,0.12624014914035797,0.09872611464968153,459,314
1,7702,tc_hard,0.01,0.7304936945438385,0.009554140127388535,459,314
1,7702,tc_hard,0.05,0.24903637915849686,0.04777070063694268,459,314
1,7702,tc_hard,0.1,0.131396159529686,0.08917197452229299,459,314
1,7703,clean,0.01,0.8504014611244202,0.009554140127388535,459,314
1,7703,clean,0.05,0.11725658178329468,0.04777070063694268,459,314
1,7703,clean,0.1,0.06961435824632646,0.09554140127388536,459,314
1,7703,ordinary_aug,0.01,0.9953512847423553,0.009554140127388535,459,314
1,7703,ordinary_aug,0.05,0.7618630528450012,0.04777070063694268,459,314
1,7703,ordinary_aug,0.1,0.4906041920185089,0.09872611464968153,459,314
1,7703,source_balanced_aug,0.01,0.923883467912674,0.009554140127388535,459,314
1,7703,source_balanced_aug,0.05,0.3373263776302338,0.03503184713375796,459,314
1,7703,source_balanced_aug,0.1,0.18365134298801425,0.08280254777070063,459,314
1,7703,tc_hard,0.01,0.778412401676178,0.009554140127388535,459,314
1,7703,tc_hard,0.05,0.4155600517988205,0.04777070063694268,459,314
1,7703,tc_hard,0.1,0.14489732682704928,0.08598726114649681,459,314
1,7704,clean,0.01,0.7917616367340088,0.009554140127388535,459,314
1,7704,clean,0.05,0.12457184493541719,0.03821656050955414,459,314
1,7704,clean,0.1,0.06233849935233593,0.09872611464968153,459,314
1,7704,ordinary_aug,0.01,0.9914001524448395,0.009554140127388535,459,314
1,7704,ordinary_aug,0.05,0.782230794429779,0.04777070063694268,459,314
1,7704,ordinary_aug,0.1,0.5969710350036621,0.09872611464968153,459,314
1,7704,source_balanced_aug,0.01,0.9610569179058075,0.009554140127388535,459,314
1,7704,source_balanced_aug,0.05,0.31045651435852056,0.03821656050955414,459,314
1,7704,source_balanced_aug,0.1,0.12143700197339058,0.09872611464968153,459,314
1,7704,tc_hard,0.01,0.7555768489837646,0.009554140127388535,459,314
1,7704,tc_hard,0.05,0.3401291221380234,0.04777070063694268,459,314
1,7704,tc_hard,0.1,0.20384234189987183,0.09872611464968153,459,314
2,7702,clean,0.01,0.918296754360199,0.008152173913043478,461,368
2,7702,clean,0.05,0.38877031207084656,0.04891304347826087,461,368
2,7702,clean,0.1,0.3458715379238129,0.051630434782608696,461,368
2,7702,ordinary_aug,0.01,0.9949906170368195,0.008152173913043478,461,368
2,7702,ordinary_aug,0.05,0.9256669878959656,0.04891304347826087,461,368
2,7702,ordinary_aug,0.1,0.7883680760860443,0.09782608695652174,461,368
2,7702,source_balanced_aug,0.01,0.9202380776405336,0.005434782608695652,461,368
2,7702,source_balanced_aug,0.05,0.23515819758176804,0.04891304347826087,461,368
2,7702,source_balanced_aug,0.1,0.16416195034980777,0.07880434782608696,461,368
2,7702,tc_hard,0.01,0.7903598248958588,0.008152173913043478,461,368
2,7702,tc_hard,0.05,0.47867980599403387,0.02717391304347826,461,368
2,7702,tc_hard,0.1,0.3865811973810196,0.09782608695652174,461,368
2,7703,clean,0.01,0.8917011618614197,0.008152173913043478,461,368
2,7703,clean,0.05,0.36943712830543524,0.043478260869565216,461,368
2,7703,clean,0.1,0.36943712830543524,0.043478260869565216,461,368
2,7703,ordinary_aug,0.01,0.9930261671543121,0.008152173913043478,461,368
2,7703,ordinary_aug,0.05,0.9299156069755555,0.04619565217391304,461,368
2,7703,ordinary_aug,0.1,0.8394193351268768,0.09782608695652174,461,368
2,7703,source_balanced_aug,0.01,0.977139800786972,0.008152173913043478,461,368
2,7703,source_balanced_aug,0.05,0.2545454055070877,0.04891304347826087,461,368
2,7703,source_balanced_aug,0.1,0.22445511817932132,0.057065217391304345,461,368
2,7703,tc_hard,0.01,0.7970883250236511,0.008152173913043478,461,368
2,7703,tc_hard,0.05,0.3131715655326844,0.03804347826086957,461,368
2,7703,tc_hard,0.1,0.3131715655326844,0.03804347826086957,461,368
2,7704,clean,0.01,0.9507192373275757,0.008152173913043478,461,368
2,7704,clean,0.05,0.44129200279712677,0.04891304347826087,461,368
2,7704,clean,0.1,0.17937782406806949,0.08695652173913043,461,368
2,7704,ordinary_aug,0.01,0.9939292669296265,0.008152173913043478,461,368
2,7704,ordinary_aug,0.05,0.9367899298667909,0.04619565217391304,461,368
2,7704,ordinary_aug,0.1,0.8059749603271484,0.09782608695652174,461,368
2,7704,source_balanced_aug,0.01,0.9422507882118225,0.008152173913043478,461,368
2,7704,source_balanced_aug,0.05,0.4237053245306015,0.04891304347826087,461,368
2,7704,source_balanced_aug,0.1,0.3273755609989167,0.051630434782608696,461,368
2,7704,tc_hard,0.01,0.7701932787895204,0.005434782608695652,461,368
2,7704,tc_hard,0.05,0.28699648380279547,0.04076086956521739,461,368
2,7704,tc_hard,0.1,0.11781908944249153,0.09782608695652174,461,368
3,7702,clean,0.01,0.9841927587985992,0.008368200836820083,430,239
3,7702,clean,0.05,0.7107819914817811,0.029288702928870293,430,239
3,7702,clean,0.1,0.3163299113512039,0.09623430962343096,430,239
3,7702,ordinary_aug,0.01,0.9905070960521698,0.008368200836820083,430,239
3,7702,ordinary_aug,0.05,0.9320932328701019,0.04602510460251046,430,239
3,7702,ordinary_aug,0.1,0.7317414283752441,0.09623430962343096,430,239
3,7702,source_balanced_aug,0.01,0.9702571928501129,0.008368200836820083,430,239
3,7702,source_balanced_aug,0.05,0.6275039911270143,0.029288702928870293,430,239
3,7702,source_balanced_aug,0.1,0.2558440864086151,0.09623430962343096,430,239
3,7702,tc_hard,0.01,0.8335025310516357,0.008368200836820083,430,239
3,7702,tc_hard,0.05,0.5720688700675964,0.04602510460251046,430,239
3,7702,tc_hard,0.1,0.19331957399845126,0.09205020920502092,430,239
3,7703,clean,0.01,0.9884623289108276,0.008368200836820083,430,239
3,7703,clean,0.05,0.5809580683708192,0.04184100418410042,430,239
3,7703,clean,0.1,0.3472261428833008,0.09623430962343096,430,239
3,7703,ordinary_aug,0.01,0.9937815964221954,0.008368200836820083,430,239
3,7703,ordinary_aug,0.05,0.978532612323761,0.04602510460251046,430,239
3,7703,ordinary_aug,0.1,0.9171066880226136,0.09205020920502092,430,239
3,7703,source_balanced_aug,0.01,0.9716949164867401,0.008368200836820083,430,239
3,7703,source_balanced_aug,0.05,0.4822252541780472,0.04602510460251046,430,239
3,7703,source_balanced_aug,0.1,0.27148211002349854,0.09623430962343096,430,239
3,7703,tc_hard,0.01,0.9156845808029175,0.008368200836820083,430,239
3,7703,tc_hard,0.05,0.43500474095344543,0.04602510460251046,430,239
3,7703,tc_hard,0.1,0.21355091780424118,0.09623430962343096,430,239
3,7704,clean,0.01,0.9842724800109863,0.008368200836820083,430,239
3,7704,clean,0.05,0.6162956357002258,0.04602510460251046,430,239
3,7704,clean,0.1,0.3545266687870026,0.09205020920502092,430,239
3,7704,ordinary_aug,0.01,0.991729199886322,0.008368200836820083,430,239
3,7704,ordinary_aug,0.05,0.9042775034904481,0.04184100418410042,430,239
3,7704,ordinary_aug,0.1,0.7612835466861725,0.09623430962343096,430,239
3,7704,source_balanced_aug,0.01,0.9796761870384216,0.008368200836820083,430,239
3,7704,source_balanced_aug,0.05,0.4509143531322479,0.04602510460251046,430,239
3,7704,source_balanced_aug,0.1,0.20677816867828372,0.08368200836820083,430,239
3,7704,tc_hard,0.01,0.926601380109787,0.008368200836820083,430,239
3,7704,tc_hard,0.05,0.5766372680664064,0.03765690376569038,430,239
3,7704,tc_hard,0.1,0.17756563425064087,0.09623430962343096,430,239
4,7702,clean,0.01,0.6551121473312378,0.009404388714733543,471,319
4,7702,clean,0.05,0.0694672241806984,0.047021943573667714,471,319
4,7702,clean,0.1,0.0310258511453867,0.0877742946708464,471,319
4,7702,ordinary_aug,0.01,0.9754375517368317,0.009404388714733543,471,319
4,7702,ordinary_aug,0.05,0.8892991244792938,0.047021943573667714,471,319
4,7702,ordinary_aug,0.1,0.5129386186599731,0.09717868338557993,471,319
4,7702,source_balanced_aug,0.01,0.6258849799633026,0.009404388714733543,471,319
4,7702,source_balanced_aug,0.05,0.26599790155887604,0.047021943573667714,471,319
4,7702,source_balanced_aug,0.1,0.06072871387004852,0.09717868338557993,471,319
4,7702,tc_hard,0.01,0.7341029047966005,0.003134796238244514,471,319
4,7702,tc_hard,0.05,0.37686626613140106,0.047021943573667714,471,319
4,7702,tc_hard,0.1,0.15115690231323242,0.09717868338557993,471,319
4,7703,clean,0.01,0.6688767075538635,0.009404388714733543,471,319
4,7703,clean,0.05,0.06293062306940556,0.047021943573667714,471,319
4,7703,clean,0.1,0.024829963222146034,0.09717868338557993,471,319
4,7703,ordinary_aug,0.01,0.9783767461776733,0.009404388714733543,471,319
4,7703,ordinary_aug,0.05,0.90852689743042,0.0438871473354232,471,319
4,7703,ordinary_aug,0.1,0.6330994665622711,0.09717868338557993,471,319
4,7703,source_balanced_aug,0.01,0.7485839426517487,0.009404388714733543,471,319
4,7703,source_balanced_aug,0.05,0.24521785974502563,0.047021943573667714,471,319
4,7703,source_balanced_aug,0.1,0.08218037337064743,0.09717868338557993,471,319
4,7703,tc_hard,0.01,0.6212126016616822,0.006269592476489028,471,319
4,7703,tc_hard,0.05,0.35715802013874054,0.047021943573667714,471,319
4,7703,tc_hard,0.1,0.13392412662506104,0.09717868338557993,471,319
4,7704,clean,0.01,0.6566450893878937,0.009404388714733543,471,319
4,7704,clean,0.05,0.07103873044252396,0.047021943573667714,471,319
4,7704,clean,0.1,0.03274500370025635,0.09717868338557993,471,319
4,7704,ordinary_aug,0.01,0.9674701988697052,0.009404388714733543,471,319
4,7704,ordinary_aug,0.05,0.8934187889099121,0.047021943573667714,471,319
4,7704,ordinary_aug,0.1,0.6330072283744812,0.09717868338557993,471,319
4,7704,source_balanced_aug,0.01,0.734340488910675,0.009404388714733543,471,319
4,7704,source_balanced_aug,0.05,0.26342067122459417,0.0438871473354232,471,319
4,7704,source_balanced_aug,0.1,0.09021460637450218,0.09717868338557993,471,319
4,7704,tc_hard,0.01,0.524162158370018,0.009404388714733543,471,319
4,7704,tc_hard,0.05,0.3426571637392044,0.047021943573667714,471,319
4,7704,tc_hard,0.1,0.1360924392938614,0.09717868338557993,471,319
