sample_id,family_id,fold,true_label,model,condition,mutation_seed,raw_score,threshold,predicted_label
bnb:0x5b87c91561667d3317eed87f8b31b90b231375a0,F01161,4,0,AuthGuard-M0,F200,test:F200:2.0,0.004397490061819553,0.06267312914133072,0
bnb:0x4846a3df9ee2537b658b7f6089734ab1b89de945,F01188,4,0,AuthGuard-M0,F200,test:F200:2.0,0.036697909235954285,0.06267312914133072,0
bnb:0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,F00931,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0017033807234838605,0.06267312914133072,0
bnb:0xd3b1147f0826cb992ee47d858febdda2d2c5a54c,F01191,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0020889241714030504,0.06267312914133072,0
bnb:0x3bd13a5f29aa85687f4baa15b827976340998929,F00668,4,0,AuthGuard-M0,F200,test:F200:2.0,0.06399668753147125,0.06267312914133072,1
bnb:0x5ca42204cdaa70d5c773946e69de942b85ca6706,F01195,4,0,AuthGuard-M0,F200,test:F200:2.0,0.005288369953632355,0.06267312914133072,0
bnb:0xcea43594f38316f0e01c161d8dabde0a07a1f512,F00945,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0004112970200367272,0.06267312914133072,0
bnb:0xa588fe49d1f05415a5f5525934c821f29142f14e,F00043,4,0,AuthGuard-M0,F200,test:F200:2.0,0.000442367309005931,0.06267312914133072,0
bnb:0x39d10e9e90776200fa4801e39b82494d6bb69ac1,F01141,4,0,AuthGuard-M0,F200,test:F200:2.0,0.017433302477002144,0.06267312914133072,0
bnb:0x430d8faf6f2927d1fcb4d1118a8fa07a762c781c,F01214,4,0,AuthGuard-M0,F200,test:F200:2.0,0.014030955731868744,0.06267312914133072,0
bnb:0xaf1f5216430200642b1f60216d2af39b080798f1,F01219,4,0,AuthGuard-M0,F200,test:F200:2.0,0.03722257539629936,0.06267312914133072,0
bnb:0x8c32dd13fd7059dbe395f7a7de9483ff7127ee14,F00834,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0019924279768019915,0.06267312914133072,0
bnb:0x83c477be1da9b28de653c32ea4a9ec65126b8570,F01225,4,0,AuthGuard-M0,F200,test:F200:2.0,0.10994669049978256,0.06267312914133072,1
bnb:0x943c965a22d1b9005c9ba347a74226c9e00e5154,F01230,4,0,AuthGuard-M0,F200,test:F200:2.0,0.03518041968345642,0.06267312914133072,0
bnb:0x76cf8a1c30a25a1a9006d7d2a5958d72f3088768,F01233,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0052447691559791565,0.06267312914133072,0
bnb:0xb215c78c88bc16ba04a701efb57f05a301f75028,F01238,4,0,AuthGuard-M0,F200,test:F200:2.0,0.00011645680206129327,0.06267312914133072,0
bnb:0x66696b529f85a509cfc846294420d9280c1372c5,F01243,4,0,AuthGuard-M0,F200,test:F200:2.0,0.012745014391839504,0.06267312914133072,0
bnb:0xd56b911528926a864ff61dca392086befe6e7dc6,F01249,4,0,AuthGuard-M0,F200,test:F200:2.0,0.00990251824259758,0.06267312914133072,0
bnb:0x1a8d09c9fd920447d3ed008d10c945fae691d01f,F01254,4,0,AuthGuard-M0,F200,test:F200:2.0,0.08266783505678177,0.06267312914133072,1
bnb:0x66cee5007121800c8429ee77ab5d7dbfd82982a3,F01004,4,0,AuthGuard-M0,F200,test:F200:2.0,0.23732613027095795,0.06267312914133072,1
bnb:0x76c676fe9914dfe934de134f3c6de93d878b0309,F01255,4,0,AuthGuard-M0,F200,test:F200:2.0,0.003117714775726199,0.06267312914133072,0
bnb:0xee174dd4a53a50da419ff539d44b458c37ff88a2,F01191,4,0,AuthGuard-M0,F200,test:F200:2.0,0.00209922157227993,0.06267312914133072,0
bnb:0x812b332937ea5fb29fda79affc17345cf736c107,F01260,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0043824114836752415,0.06267312914133072,0
bnb:0x9d36c16f83eec483804e2a37d8aaf9c373f5f60f,F00983,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0006590010016225278,0.06267312914133072,0
bnb:0xf97e94a4d5b3a7bc39f1f269ea8236548e541b4f,F01255,4,0,AuthGuard-M0,F200,test:F200:2.0,0.003465107409283519,0.06267312914133072,0
bnb:0xd0b9f67ee973edede5883361aab3d250b15e1cb2,F01267,4,0,AuthGuard-M0,F200,test:F200:2.0,0.044238246977329254,0.06267312914133072,0
bnb:0xa08908429ac1ec53c8dcca7bae58c7cea615846e,F01272,4,0,AuthGuard-M0,F200,test:F200:2.0,0.00605614110827446,0.06267312914133072,0
bnb:0xb5d42a3d63f6723c5b63479df32e9c7f38edadcd,F01230,4,0,AuthGuard-M0,F200,test:F200:2.0,0.007614008150994778,0.06267312914133072,0
bnb:0xdc1a7dd9c3b650a5e684c6b53451f9b651fdf692,F01278,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0002627115463837981,0.06267312914133072,0
bnb:0x312ba384e0b90425532a3ca2e95b287e3ba11605,F00931,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0016284822486341,0.06267312914133072,0
bnb:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,F00710,4,0,AuthGuard-M0,F200,test:F200:2.0,0.010165530256927013,0.06267312914133072,0
bnb:0x7f096cc50b2e8b0ae31b98d6f8e6317ca9b56763,F00710,4,0,AuthGuard-M0,F200,test:F200:2.0,0.010165530256927013,0.06267312914133072,0
bnb:0x8b54ffa4b6d5e01f5c3aa6d19175f532b47dfb1b,F01161,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0013449398102238774,0.06267312914133072,0
bnb:0x76833b1073654433af524824007a874638c59184,F01290,4,0,AuthGuard-M0,F200,test:F200:2.0,0.005686057731509209,0.06267312914133072,0
bnb:0x3e058dba1a4797640bba12801e5405aba75e6ef0,F01295,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0033002602867782116,0.06267312914133072,0
bnb:0x6b26cff1469f172af788258c4e9cdbb70a1abc00,F01300,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0020382932852953672,0.06267312914133072,0
bnb:0x0a0e21e180eb4daab91d9d1a38d146091adf2be0,F00931,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0027841017581522465,0.06267312914133072,0
bnb:0xe068066533d58abe8d3329481305e0670e578c8a,F01004,4,0,AuthGuard-M0,F200,test:F200:2.0,0.03107542358338833,0.06267312914133072,0
bnb:0x7db756e72fca23e59a4955fbf2ab07e23c0d3844,F00834,4,0,AuthGuard-M0,F200,test:F200:2.0,0.001805343315936625,0.06267312914133072,0
bnb:0x4d270fef710bf7896512949e5f6555868b6ef5b4,F01310,4,0,AuthGuard-M0,F200,test:F200:2.0,0.004082866013050079,0.06267312914133072,0
bnb:0xd207ff80222209239ee7ec588eca145f450595b8,F01007,4,0,AuthGuard-M0,F200,test:F200:2.0,0.002290609758347273,0.06267312914133072,0
bnb:0x57b9c2601a527bc5470e61ec1b31dfa8ff29eb08,F00711,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0054305423982441425,0.06267312914133072,0
bnb:0x8f84d39f3bc8d0012f554a6110a730c8b05de54a,F01230,4,0,AuthGuard-M0,F200,test:F200:2.0,0.021469203755259514,0.06267312914133072,0
polygon:0x5af42746a8af42d8a4708df238c53f1f71abf0e0,F00662,4,0,AuthGuard-M0,F200,test:F200:2.0,0.002188412006944418,0.06267312914133072,0
polygon:0x43a5ebab475d14b66b8dde73d91fc4057c0977f4,F01315,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0014280008617788553,0.06267312914133072,0
polygon:0x700fc5461546f126348ebe5bbfcad59a15ab1706,F01315,4,0,AuthGuard-M0,F200,test:F200:2.0,0.0037020223680883646,0.06267312914133072,0
polygon:0xf10e7bac82eb73dff7d8684097a84b98e4b17cd4,F01318,4,0,AuthGuard-M0,F200,test:F200:2.0,0.001836357288993895,0.06267312914133072,0
polygon:0x5a77f0dfc729700300c22e7b0111a5cfbc32431b,F00710,4,0,AuthGuard-M0,F200,test:F200:2.0,0.010165530256927013,0.06267312914133072,0
optimism:0x2f1211e38436327cc90408565ea2f16dfc082600,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7969045639038086,0.2329825609922409,1
optimism:0x68d333198c60c8160848437b2870f3a5be693107,F00005,4,1,AuthGuard-aug,F200,test:F200:2.0,0.19363583624362946,0.2329825609922409,0
optimism:0xc0403282ba280a6670f469c136aaad86b780e098,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.0725972056388855,0.2329825609922409,0
optimism:0xf738308d26d74b697b367cf2ac5ff8c0e08bcd66,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.037987448275089264,0.2329825609922409,0
optimism:0x128f99fc9bfda7c53a2707c16997fdb56b77cd89,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.6661332249641418,0.2329825609922409,1
optimism:0x6a6d07ad4815fdee627c0e4bdbc475c3e1629ab8,F00011,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9261703491210938,0.2329825609922409,1
optimism:0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8728853464126587,0.2329825609922409,1
optimism:0x7b6ae45cbfcbcb2e31ec405b0bfe82cb2595fbeb,F00014,4,1,AuthGuard-aug,F200,test:F200:2.0,0.2670004069805145,0.2329825609922409,1
optimism:0x280c17a6c6819a718cf883c1c822cc68e73a20fc,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8986777067184448,0.2329825609922409,1
optimism:0xf443cf137ca01732500ccfc77c7b17f99a44dc30,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8146128058433533,0.2329825609922409,1
optimism:0x0c1a92976039eabe9c22b933a8ee2ea495b5b0c6,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8825767636299133,0.2329825609922409,1
optimism:0x4bf8cf165baea1b9386ad2b1e47a0b92280af6e3,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09905073046684265,0.2329825609922409,0
optimism:0xeacc7e98583c0e10746d937a3c696248854fb01c,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9105622172355652,0.2329825609922409,1
optimism:0x000054507a812fd32582e7a997c83e6d446fd60e,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9498094916343689,0.2329825609922409,1
optimism:0x9273e89a0f5e96d8a7554a23b2036dd4362ef035,F00028,4,1,AuthGuard-aug,F200,test:F200:2.0,0.803991973400116,0.2329825609922409,1
optimism:0x42251614135ff529c2b8f9ec54b4cca4e1b172cd,F00029,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7010192275047302,0.2329825609922409,1
optimism:0x1501af4f344d3ac6bdf4c2ed7063faf9422b8f0c,F00032,4,1,AuthGuard-aug,F200,test:F200:2.0,0.1340063363313675,0.2329825609922409,0
optimism:0xcefd060da801a3f004d6b307f4cab943d1c9b45b,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.413018137216568,0.2329825609922409,1
optimism:0x54827357b0a948f4079959f5404fca3d14568047,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.5257573127746582,0.2329825609922409,1
optimism:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9466249942779541,0.2329825609922409,1
optimism:0x638b4f9ff3ccefc9a55abcc413af362b1a319d92,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.15561868250370026,0.2329825609922409,0
gnosis:0x9d1eaf1f10505f722f69184c235a1d0aa7e604ad,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.5953648686408997,0.2329825609922409,1
gnosis:0x6a37601de01b14f80073471d58b958db5397705c,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.19518490135669708,0.2329825609922409,0
gnosis:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.926111102104187,0.2329825609922409,1
gnosis:0x5d4bc0637d7246a5c61032d0e9dbf70ed63cb2ea,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.859171450138092,0.2329825609922409,1
arbitrum:0xbc71a34405c357b76c5528bfaa92dc28c5cf0715,F00043,4,1,AuthGuard-aug,F200,test:F200:2.0,0.017033496871590614,0.2329825609922409,0
arbitrum:0x5b5f9ee26421e88a6509f68d0b50a98e1946d96d,F00048,4,1,AuthGuard-aug,F200,test:F200:2.0,0.010054399259388447,0.2329825609922409,0
arbitrum:0xd6464c671084289ed0c3082a9853491b7115a630,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.03291075676679611,0.2329825609922409,0
arbitrum:0x926ee06fc0474b8158c049b8a32aa13a7e9aafad,F00032,4,1,AuthGuard-aug,F200,test:F200:2.0,0.1340063363313675,0.2329825609922409,0
arbitrum:0x3fbf05c536dfcde58d80febc2028476a32c2f3fd,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.35074886679649353,0.2329825609922409,1
arbitrum:0x9b9d06bba2f40ae51b352ae17381249fdfaac49f,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.021182306110858917,0.2329825609922409,0
arbitrum:0x38c57fd1ad45425a2c89eecb1f2c78ec4290c254,F00043,4,1,AuthGuard-aug,F200,test:F200:2.0,0.047695256769657135,0.2329825609922409,0
arbitrum:0x8ffee2ba2ee578ba6d2ebdb09e7dc27e8bc2c5d7,F00053,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8448485732078552,0.2329825609922409,1
arbitrum:0x0061a9da09d7deac392c4b17f3718fecba7c5259,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.281616747379303,0.2329825609922409,1
arbitrum:0xe9243c7fa354d34b601fd5e5d1c9bff7194be325,F00053,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8365443348884583,0.2329825609922409,1
arbitrum:0x475d10e5b1253e1c03e7ead90266352b98cfd994,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.027541188523173332,0.2329825609922409,0
base:0xebd40467f4ff6e7bc6563890cdb50adebbb1c2b0,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.25070318579673767,0.2329825609922409,1
base:0xaa114220c7f4b01ce91c6722da84e6f8021f7358,F00059,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8769748210906982,0.2329825609922409,1
base:0xfde6b0b682d7c99559fd66fbd4ac425301a03ec5,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.14897406101226807,0.2329825609922409,0
base:0x8089728a776934de9b108f1c0c60f4c96fd205a7,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9183640480041504,0.2329825609922409,1
base:0x399e3a4f3251ba247b223cf41079cfe19d40463f,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.11490994691848755,0.2329825609922409,0
base:0x76dcbb9c9c3aca33bf5de6e4304dd1995a6e6a5b,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8043220639228821,0.2329825609922409,1
base:0x2f440cefb05b2262d168fb72b77b04d0bd1318dd,F00065,4,1,AuthGuard-aug,F200,test:F200:2.0,0.19601953029632568,0.2329825609922409,0
base:0x68d333198c60c8160848437b2870f3a5be693107,F00005,4,1,AuthGuard-aug,F200,test:F200:2.0,0.19363583624362946,0.2329825609922409,0
base:0xc245145fbef4dc75b7dbc28a7b57cdf547dd896f,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.87166827917099,0.2329825609922409,1
base:0xff2318cd698c23f37c2fcf03a57df69e43165b48,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.2565741539001465,0.2329825609922409,1
base:0x5d7b3b77663888c8f5be6ddbb539a16250d9cd96,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.6183430552482605,0.2329825609922409,1
base:0x93c1bfc95c20d212c85c6bbc74bd339b3c0086da,F00078,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8934958577156067,0.2329825609922409,1
base:0xe21ed77ad618245abca9e213f5358f50bc63fdbd,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.036369096487760544,0.2329825609922409,0
base:0xffd463daad2894ca63829ad969de4dbcf9912a01,F00079,4,1,AuthGuard-aug,F200,test:F200:2.0,0.06312654912471771,0.2329825609922409,0
base:0x1ee8e3b6ca95606e21be70cff6a0bd24c134b96f,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.062321532517671585,0.2329825609922409,0
base:0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9132885932922363,0.2329825609922409,1
base:0x062aa27842a3bbc6949b5d18e6dd5332a49a4555,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8091253042221069,0.2329825609922409,1
base:0xd34426bef7e56fef2a617ea70fff427d658b740b,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.858929455280304,0.2329825609922409,1
base:0xd19128c8c3d9b6a937ef4d3bc0b24db02ee87e3d,F00059,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8822397589683533,0.2329825609922409,1
base:0x1fbb9d39e147908257dbc08cfea288eb860de43c,F00079,4,1,AuthGuard-aug,F200,test:F200:2.0,0.059007126837968826,0.2329825609922409,0
base:0xa6824fe8fb56ba33c5e38d471740144af99a541d,F00090,4,1,AuthGuard-aug,F200,test:F200:2.0,0.18221811950206757,0.2329825609922409,0
base:0x49c1d860360068ffa6ed19ed6a2d2a768347df2d,F00002,4,1,AuthGuard-aug,F200,test:F200:2.0,0.4278389811515808,0.2329825609922409,1
base:0x8f919e1a4a4d376183cd179d55d17e592ad4dada,F00091,4,1,AuthGuard-aug,F200,test:F200:2.0,0.6773901581764221,0.2329825609922409,1
base:0x05e920e04d1ce943a82712737974dc7d114e6275,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.07686949521303177,0.2329825609922409,0
base:0x0b84d348c702c991bc60279d56392565dee15cf2,F00091,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7238634824752808,0.2329825609922409,1
base:0x000054507a812fd32582e7a997c83e6d446fd60e,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8747926354408264,0.2329825609922409,1
base:0x325b2bdddd7ea1335acee94bfdb1ea3130d08e07,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7056019902229309,0.2329825609922409,1
base:0x3c37ed637a5bd169eb0f543fdb449d48c1012dd2,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.08882177621126175,0.2329825609922409,0
base:0x6ccf6fc8bd7eb3bee762887196a2f0d8c52ef3c1,F00032,4,1,AuthGuard-aug,F200,test:F200:2.0,0.1340063363313675,0.2329825609922409,0
base:0x4a5706a54fe453177221f50c036fd09a2894a891,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.6372994184494019,0.2329825609922409,1
base:0x8ee33a48e87e164725c3bbd4d186700ee7b74160,F00011,4,1,AuthGuard-aug,F200,test:F200:2.0,0.5323730111122131,0.2329825609922409,1
base:0x7ebce79a41445dffd9b9e6dcee01c205cc020db0,F00039,4,1,AuthGuard-aug,F200,test:F200:2.0,0.906413733959198,0.2329825609922409,1
base:0xb0e649954978aad7700e21fee7254b7db6a99360,F00100,4,1,AuthGuard-aug,F200,test:F200:2.0,0.04425220191478729,0.2329825609922409,0
base:0xbb1ceb4440c69c9cc01054e2f26c15bb7367b370,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09517847001552582,0.2329825609922409,0
base:0x628ff693426583d9a7fb391e54366292f509d457,F00102,4,1,AuthGuard-aug,F200,test:F200:2.0,0.0020091466140002012,0.2329825609922409,0
base:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9466750621795654,0.2329825609922409,1
base:0x0000ee48d8540fe16c7e421fd6e61bdecb2748d7,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9192034006118774,0.2329825609922409,1
base:0x0000ce484ce6afbf650eb6b009dae2655aa39fc4,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.92103511095047,0.2329825609922409,1
ethereum:0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b,F00011,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8267261981964111,0.2329825609922409,1
ethereum:0x6b8efeb4a4d1c7d7378b64451bd87cf5578a0b26,F00111,4,1,AuthGuard-aug,F200,test:F200:2.0,0.6444589495658875,0.2329825609922409,1
ethereum:0xa37a5abd41f8109b430400f91f1361c7fcedcf18,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.035105012357234955,0.2329825609922409,0
ethereum:0x19009f4fb887cf6be63a519d02f3b7faf6ef7164,F00112,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7980577349662781,0.2329825609922409,1
ethereum:0x6f14a6393744adf43be8c3c6c0924f840e7892f6,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.211504265666008,0.2329825609922409,0
ethereum:0xa25f6ef06880a2c7e2bda3e647011235c68bcacb,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.14035210013389587,0.2329825609922409,0
ethereum:0x00037763c2c4e6efa6bf9a03775f6a0b5112b578,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9257062077522278,0.2329825609922409,1
ethereum:0x540fe9bec2470e93aa911906eb560ad6647612c2,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09291248023509979,0.2329825609922409,0
ethereum:0x68ae6c736ae31bbab8d8b712cdc1f552e7de7351,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.461769700050354,0.2329825609922409,1
ethereum:0x804e70b455f44560a43605fe1e34a02e0c9f79c2,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.08565853536128998,0.2329825609922409,0
ethereum:0x6b7879a5d747e30a3adb37a9e41c046928fce933,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.12109962850809097,0.2329825609922409,0
ethereum:0x84d05511614272694d3a9cebe896514dbde51f40,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.48386886715888977,0.2329825609922409,1
ethereum:0xc6cb2c4d7c277bbd774fd9a9e485c1da0a460ade,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.13500253856182098,0.2329825609922409,0
ethereum:0xecdbddd1644a5a53fea4571131c4ed0418f37f61,F00120,4,1,AuthGuard-aug,F200,test:F200:2.0,0.26645055413246155,0.2329825609922409,1
ethereum:0xbb9461a20ff8fd4111cb9d449ad1596cc288b021,F00121,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9464573860168457,0.2329825609922409,1
ethereum:0xca27f2cc3c3f0fd3ec0f283bf7faf0a5fd4b78e1,F00100,4,1,AuthGuard-aug,F200,test:F200:2.0,0.08484552800655365,0.2329825609922409,0
ethereum:0x4fcff2c42e8eba63c44b92dd6332a9c75c923751,F00032,4,1,AuthGuard-aug,F200,test:F200:2.0,0.1340063363313675,0.2329825609922409,0
ethereum:0x912f913496622df4e4efe38e61e1b9554a37e13d,F00125,4,1,AuthGuard-aug,F200,test:F200:2.0,0.4427843391895294,0.2329825609922409,1
ethereum:0x08f5e230d412f0cd475b03b9acb51d1562f730f9,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.3459625840187073,0.2329825609922409,1
ethereum:0x8b52d1c28282ee323d66faa3365dbdf251bc219c,F00135,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9295581579208374,0.2329825609922409,1
ethereum:0x3220bf967f84160905e4d4326f7dbcd0a2f5a5bf,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7910317778587341,0.2329825609922409,1
ethereum:0xebc7ad3208228522092eaeaa4124d031ca14fa1b,F00138,4,1,AuthGuard-aug,F200,test:F200:2.0,0.012015510350465775,0.2329825609922409,0
ethereum:0xfdee40030641b66a6af7a53eeedd4740fedb761c,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.5223258137702942,0.2329825609922409,1
ethereum:0x73c3553cf99de17b9fc6f8ec83d092e3b489b098,F00142,4,1,AuthGuard-aug,F200,test:F200:2.0,0.8538603186607361,0.2329825609922409,1
ethereum:0xe85c20c9408a07383d932332540d322a1becacb5,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.08639927208423615,0.2329825609922409,0
ethereum:0xa2e47f21d0340f24131e1be1c0cc6fe2b9d8b8fd,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.024438956752419472,0.2329825609922409,0
ethereum:0x777e03001d4b2b5ecca3a10474ba355f95630f56,F00149,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7166830897331238,0.2329825609922409,1
ethereum:0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,F00155,4,1,AuthGuard-aug,F200,test:F200:2.0,0.02035710960626602,0.2329825609922409,0
ethereum:0x3549c7f6a9d712fd3007efc1b85e0c4acca5c211,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.16167156398296356,0.2329825609922409,0
ethereum:0xb159f6810a4c2ff0a936d593a89545ff75a0aaa2,F00157,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9716295003890991,0.2329825609922409,1
ethereum:0xd49c36326b80fcdc3f042d78c96820321bfee1d1,F00138,4,1,AuthGuard-aug,F200,test:F200:2.0,0.4464080035686493,0.2329825609922409,1
ethereum:0x0776e2d86f654028e2c3c51b4835277dbbf62c21,F00112,4,1,AuthGuard-aug,F200,test:F200:2.0,0.7764893174171448,0.2329825609922409,1
ethereum:0xe38e81a06ada5c4515a1fc8266ae470da63c00b4,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.10508552193641663,0.2329825609922409,0
ethereum:0x2a755758fb0d25883e8e3e9573b9d2c18c1777db,F00120,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09884151816368103,0.2329825609922409,0
ethereum:0x4de6dab5c679b18f8bedb8467fa1ad8271721a28,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.0894995853304863,0.2329825609922409,0
ethereum:0x544bb1d8c8e3b7ca17f620f06eb75b93ddb93a15,F00120,4,1,AuthGuard-aug,F200,test:F200:2.0,0.26645055413246155,0.2329825609922409,1
ethereum:0xb847f107513522af770ee0aad8da0319e6da32b3,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.1235596090555191,0.2329825609922409,0
ethereum:0xae7ab96520de3a18e5e111b5eaab095312d7fe84,F00162,4,1,AuthGuard-aug,F200,test:F200:2.0,0.011319654062390327,0.2329825609922409,0
ethereum:0x710fad1041f0ee79916bb1a6adef662303bb8b6e,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.13297772407531738,0.2329825609922409,0
ethereum:0x0000013e81b16d6f369a3376cb38381c06606ed8,F00013,4,1,AuthGuard-aug,F200,test:F200:2.0,0.9383726119995117,0.2329825609922409,1
ethereum:0x9605236172776a72d14c4f8038e053454ad10ad8,F00007,4,1,AuthGuard-aug,F200,test:F200:2.0,0.025556432083249092,0.2329825609922409,0
ethereum:0xa03fc3c62d26253b3ec3076cb871afa3b5fa60ab,F00006,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09697725623846054,0.2329825609922409,0
ethereum:0xc39d0c269aec8e45563d1616d82f5c6a20065332,F00120,4,1,AuthGuard-aug,F200,test:F200:2.0,0.09884151816368103,0.2329825609922409,0
ethereum:0xf903dd08547de6601ca1d0a880d0d9912d762d5e,F00023,4,1,AuthGuard-aug,F200,test:F200:2.0,0.2617857754230499,0.2329825609922409,1
ethereum:0x70602eac62eda029d878ca4a52690bc276e53c0c,F00167,4,1,AuthGuard-aug,F200,test:F200:2.0,0.262895405292511,0.2329825609922409,1
